        x         y   Spec Type

16   .146    -4.471         m6v

28   .999    10.751         m6v

6.    083     4.493         f4v

-4    .82    14.815         l8v

24   .101     6.372         m7v

-1   .836    -8.336         t9v

5.    919    -0.433         t9v

-4   .652     6.131         m0v

4.    015    -7.115         m6v

9.     66    -5.751         m6v

13   .784    -6.844         m1v

-7    .61   -17.204         t9v

2.    726   -10.424         m6v

3.    715     1.348         f0v

-1  7.621   -17.773         m6v

-1    .26    12.599         m6v

3.    767     0.066         m6v

8.    152     6.414         m6v

-9   .591    14.904         t3v

6.     46    -7.513         k7v

9.    308     8.922         m2v

-1  1.772     -18.4         m6v

-8   .898   -14.771         t9v

-2  4.736     4.147         m7v

9.    559     1.601         t9v

-0   .974    -3.058         m6v

-7   .231     5.151         m6v

23   .271     0.736         t9v

-7   .612     -5.46         m6v

5.    714   -15.217         m7v

0.     97    18.769         g8v

-9   .558    16.271         m7v

-8   .594    -1.134         m7v

9.    127     11.11         m6v

3.    106   -14.788         m9v

-8   .619     2.445         a7v

-1  5.915     2.224         t9v

-5   .273    21.548         f6v

-9   .373    -3.004         k6v

-1   .629     8.039         m4v

8.    565     0.415         m6v

6.    624    -8.006         m6v

-2   .537   -12.577         m9v

13   .495     8.064         t9v

1.    204    -7.185         m7v

-0   .679     9.838         m7v

-1  2.343   -23.279         m6v

5.    467    -7.324         m3v

8.    832    -2.931         m1v

5.     15     3.046         m6v

8.    085    -6.033         l4v

11   .925    20.438         t9v

12   .768    -7.667         l0v

-2  0.795     6.049         l3v

-1  7.987   -14.441         l0v

-2   .228     1.827         g5v

6.    936    -10.04         l0v

-8   .331     8.291         t9v

-1  3.544    11.726         l6v

4.    856     4.709         t2v

-1   .543    -7.233         m7v

-1  1.526   -14.974         m7v

8.    647   -10.326         k5v

-6   .421    16.076         m7v

3.    635    -6.774         k8v

4.    387     12.41         m6v

9.    043    -8.832         m6v

8.    487    13.875         m6v

17   .929       3.2         m6v

20   .042   -17.708         t9v

12   .327    -0.605         m6v

-1  0.754     5.258         m6v

-3   .533     3.151         m6v

11   .884    -2.623         t0v

-1  7.787     6.438         m6v

-7   .276    -1.712         t9v

12   .318    19.406         k5v

-4   .236    17.468         m6v

-4   .427     4.881         t9v

-1  8.621    -1.317         m7v

8.    567    -8.262         k8v

5.    975     0.102         m8v

7.    682    29.291         m6v

0.    007    13.136         t9v

-1  9.646    15.214         m6v

-1  4.804     12.63         a9v

-4   .038    -1.423         m4v

-1  5.818     4.561         k6v

18   .347     4.566         t9v

9.    938     6.549         m5v

10   .982     2.032         m6v

-7   .473    18.328         l6v

16   .785     -9.97         k2v

-1   .155     -3.27         g2v

-9   .507    -7.624         m6v

-1   .959    -0.284         m7v

11   .175    -7.757         m6v

8.    684     0.527         m6v

-1   3.75     -8.86         f0v

8.    298       5.9         g4v

2.    564     5.264         m6v

-9   .528    -7.411         m6v

-6   .097    -6.481         l3v

-1  6.266     -1.16         m7v

14   .018    -5.669         t9v

6.    848     9.397         m6v

0.    281     2.554         t6v

-9   .868     3.112         k7v

6.    196    22.699         t9v

-1   .972   -13.973         m7v

4.    217   -11.267         k9v

33   .611      7.13         m6v

-1  0.944    13.337         b7v

-9   .483     5.026         m6v

19   .037    -6.391         m6v

1.    019    -5.793         t9v

-4   .912    -1.476         m7v

15   .684    20.682         k7v

10    .27    -3.897         m4v

2.     16     5.511         m6v

15    .58     -5.39         l4v

-3   .825    18.959         m6v

-1   8.08    10.756         m7v

-1  2.585   -18.958         m6v

-1  8.612    -0.441         m6v

-1  1.885    -4.609         m6v

-1  4.508     9.978         l4v

14   .792    -8.314         m6v

27   .352     3.828         m1v

15   .832    -9.369         m6v

-5   .044     4.932         l6v

2.    906     9.187         l3v

22   .534    10.508         m6v

7.    643     8.224         m5v

-6   .559     4.779         k9v

-2   .883     3.618         m4v

-1  5.419    -4.426         t9v

-8   .273    -2.863         g2v

-1  5.291    -1.076         m6v

-1  9.308    -9.038         m6v

-2   .828    12.723         m7v

7.    123     8.243         m2v

-7    .11     3.774         f6v

2.    358   -11.593         m6v

-3   .705    16.838         t9v

1.     65     2.728         k5v

-8   .842     1.108         m6v

17   .719     4.289         t9v

-1  1.653     -8.35         t0v

-8   .748    -3.236         t9v

2.    517    19.191         o9v

-7   .016    -3.268         m6v

5.    775     10.06         l5v

-0   .658    18.294         m7v

4.    738     2.646         t9v

7.    931   -10.062         l5v

-1  1.298     7.893         k8v

0.    334    14.784         m6v

18   .586     -5.18         m8v

-2  4.861     -21.7         m7v

-1   6.31    -2.896         m6v

-1  1.715    -9.041         m6v

-1   .016     8.359         m6v

15   .843    -0.622         m8v

6.    661    -4.188         l2v

-8   .688   -16.432         m6v

-1  7.295     4.888         m6v

3.    306    -9.599         t9v

-1  1.584     -3.32         m6v

-0   .575     2.503         k2v

-6   .503     -12.1         m7v

-0     .3     0.211         m6v

-9   .152   -11.362         t5v

-0   .927    -4.785         m1v

5.    488     0.734         m7v

11    .79     8.366         l4v

18   .976   -12.904         m6v

19   .633   -19.289         f6v

-1  2.015   -16.383         m6v

-7   .815    -0.968         m6v

0.    336     4.892         m6v

-6   .494   -21.609         t9v

-0   .386    -8.044         m7v

-9   .672      0.72         a0v

-9   .804    -4.336         l0v

9.    209    -7.921         m0v

1.    094     5.634         m6v

17   .692    -7.067         m8v

11   .316     0.228         f4v

-0   .652    10.884         m5v

-2  0.127    -7.788         m7v

5.    534     3.084         t9v

-5   .071    -2.942         m6v

6.    838   -14.409         t9v

12   .182    29.553         m4v

1.    946    10.054         a2v

4.    827     0.799         t9v

2.    306     0.533         m6v

3.    167    -8.591         g6v

10   .471    10.251         m1v

-9    .77   -20.891         m0v

13   .986    -7.501         a3v

-4   .217    -5.098         t9v

0.    296    19.506         m6v

-0     .2    10.372         f7v

-1  4.651     8.363         m7v

9.    829     8.166         m8v

-1   .191     7.156         m7v

-1  6.912    11.176         m7v

2.     57    -5.412         f3v

-1  5.877    -3.274         m5v

-3   .227     4.135         m4v

-7   .258    -7.277         k9v

15   .603     4.187         m7v

0.    811     9.138         t9v

-9   .914     18.13         a7v

-8   .616   -16.449         m6v

-1  3.679    -0.596         l2v

3.    111    11.805         l3v

-1   .446    -6.749         t9v

0.    055     -24.9         m7v

-1  3.245     2.226         m6v

-1   .246     9.772         f6v

14   .215     6.771         l2v

-4   .925    -6.085         m7v

8.     12     -7.26         l3v

6.    217     -1.93         m6v

12   .849     6.062         k1v

2.    304    -7.034         f9v

18   .571     12.74         m7v

3.    733    -2.379         m7v

9.    287     6.087         l3v

0.    986     4.966         t9v

7.    717    -3.932         l4v

8.    231     5.682         m6v

-1  4.952     1.327         m3v

-1  3.236   -14.195         t9v

-2  2.157     18.52         b8v

3.    849     0.996         a1v

-1  1.365     9.307         t9v

0.    643     1.191         m6v

-1  4.895    -8.355         m6v

0.    406    -2.571         k7v

1.    853    -9.945         t9v

-6   .236    -9.536         m6v

17   .481    -4.432         t9v

-2   .627    -0.761         m0v

22   .245     1.356         k6v

-1   .826     3.014         k3v

-1  4.693     1.209         b8v

-2    .17    -21.38         t9v

-1  9.979   -16.953         m7v

8.    263    -0.993         m6v

-6   .451     5.643         m5v

-1  7.669   -13.767         m6v

-6   .836    -9.165         m7v

4.     53     0.452         t9v

6.    515     6.599         t9v

-4    .07   -20.197         m6v

14   .108    -10.56         m7v

-1  3.436    14.628         m5v

19    .49     -9.41         g2v

-7   .174   -14.533         k9v

-1   .342     6.119         l2v

-1  3.049    -6.308         f5v

3.    975    -5.984         m0v

-2  4.464    10.343         g8v

-1  9.893    13.929         a9v

-1    .52   -21.901         t9v

-6   .289    -3.953         m6v

-7   .943    15.185         m6v

12   .664   -16.031         l1v

0.    558    -9.029         t3v

8.    423     8.688         t4v

10   .166    -9.558         t9v

-8   .684    11.843         m6v

5.    698      6.82         m2v

5.      1    20.229         m8v

-0   .083   -11.515         a1v

-0   .071    -1.012         t9v

5.    771     22.38         m9v

20   .098     7.808         m6v

-7   .903     9.474         m6v

4.    789   -18.974         t7v

7.    989     6.788         m5v

7.     76   -13.633         m6v

3.    358     6.439         m6v

14   .928   -13.349         m6v

-7   .609     8.074         l0v

11    .12    18.535         m7v

-4   .606    -2.054         m6v

-1   .606   -18.102         g9v

20   .281    11.027         g1v

1.    621    -4.429         t9v

5.    323     16.98         t5v

1.    233    -4.335         m7v

-1  6.865   -13.745         m6v

2.    953    -6.482         t9v

1.     08     -24.9         t9v

-1  3.495    -7.022         m6v

-1    .28    -7.679         t9v

-5   .998   -16.536         t9v

-1   .153    -8.184         m6v

2.    216     5.682         m7v

-1   .192    15.816         m6v

7.    935     17.59         m6v

5.    698    -2.091         m2v

15    .78     0.408         m6v

2.    139     1.903         m8v

-7   .974    17.169         t9v

8.     58    -0.694         m4v

-2  1.924     2.413         l6v

-1   0.37     6.425         g2v

-4   .988     2.038         m7v

5.    621    -0.928         m5v

14   .816   -11.676         t9v

3.    454   -10.165         t6v

-2   .434     13.95         m7v

-6   .605    -4.612         m5v

25   .688    -1.662         m6v

-1  7.641   -16.111         f8v

-0   .731     0.314         m6v

-2   .977    -3.809         g8v

-0    .47    19.072         m6v

-1  0.637   -18.749         m6v

-1  3.799     0.216         m5v

-9   .238     3.432         t9v

-3   .368     7.831         m6v

-1  3.154    13.079         m6v

-0   .398    -1.734         t9v

6.    842    -9.037         m3v

11   .156     4.083         m6v

9.    624     9.516         t9v

-2   .842     2.349         m7v

4.    621     3.048         m6v

11   .665     7.758         m6v

-7   .137     1.807         m6v

-5   .481     2.906         m7v

-1  3.384     8.077         m7v

-2   .834    -6.429         t9v

-1   .965     3.017         m8v

9.    847     9.473         t9v

7.    128    13.273         m9v

-1  7.649     5.244         m2v

15   .985     14.41         m6v

1.     97   -13.195         t9v

11   .123     0.917         m9v

12   .369   -12.927         t9v

-0   .915     4.293         m5v

-1  2.963    -8.397         t9v

-4   .684    -1.009         m7v

-9   .773    -8.801         m6v

9.    215   -20.839         t9v

-7    .79   -18.254         m6v

-9   .825   -10.041         g2v

6.    321   -20.017         m7v

-3  1.049   -12.748         m6v

13   .914     4.445         b9v

4.    928     1.218         m9v

-8   .518    -8.027         m6v

1.    136     6.073         t9v

-3   .782     11.36         t2v

3.    475    19.276         b7v

-0   .239     5.829         t9v

6.    597   -11.235         k7v

-1   .191     9.962         t9v

-1  1.689    -6.616         m6v

-4   .097     1.711         m7v

-2   .962    -3.581         g4v

0.    127     4.622         t9v

13   .456    12.423         t9v

3.    314    -4.726         m6v

6.    727    -6.298         m3v

14   .426    -9.949         l2v

19   .683   -15.859         m3v

9.    486    -8.558         m1v

-1  4.758    15.437         m6v

20   .095     9.839         m6v

17   .983    16.812         m6v

5.    159   -18.788         m8v

-1   .197    -5.644         t9v

22   .307     6.299         t8v

-1  0.506    -4.652         m6v

10   .026   -15.575         t9v

-4   .036     3.366         l8v

9.    378    -0.418         m5v

13   .324   -16.639         m6v

7.    428     6.334         m1v

11   .601     0.788         k8v

6.    855    11.332         f3v

-9   .988   -13.861         l1v

-2   .893     8.325         m6v

6.    798    -9.587         m6v

-7    .05     -7.61         m6v

15    .29    16.751         k9v

1.    934    -8.421         t5v

-3   .823    -6.457         m6v

-7   .351   -10.854         m6v

0.    949      2.14         m6v

12    .22    -8.977         m5v

-1  2.272    -16.99         t9v

14    .64     4.266         l5v

-1  5.109    -4.894         m6v

8.    159    -5.672         m6v

2.    669   -20.452         l8v

-1  2.428    13.889         b9v

2.    741      1.82         m6v

-2   .602      3.33         t9v

9.    397    -6.562         m6v

-1  5.334      4.96         m5v

-2    1.5     2.062         f2v

-9   .165    -3.398         k9v

-1    .58    -9.691         m6v

-1  2.725    15.504         m8v

7.     15     0.247         t9v

0.    834     9.768         l4v

10     .5     7.164         m6v

-6   .118    16.837         m9v

-1   8.82    -1.962         a1v

11   .649    -9.546         t9v

-9   .597    20.848         t9v

-6   .274    13.379         t0v

13   .147      5.16         m7v

4.    655    -1.268         m6v

-5   .061    -5.672         f3v

8.    558     4.997         m6v

12   .809     3.494         m7v

5.    558      5.95         l0v

-2   .013    10.645         m3v

-1   2.71     6.882         m6v

1.    699    14.139         t9v

-8   .215    -3.816         l4v

3.    643     3.632         g9v

7.    229    -5.149         t9v

-1  5.063    -7.408         l5v

-8    .26    15.969         f2v

-9   .446   -14.122         k8v

9.    071    12.599         t9v

-0   .326   -15.559         t9v

-1  1.504     6.176         m7v

15    .78    -2.608         t3v

4.    179   -11.185         g6v

15   .061     7.179         t9v

19   .059     5.317         t1v

-0     .4     9.207         m7v

1.    128    -2.503         m7v

0.    484    -6.672         t5v

-1  6.883     0.489         m5v

5.    351     6.965         m7v

-2    .41   -16.239         m6v

2.    639    -7.484         m6v

-1   .937    -5.729         k8v

7.    971    14.163         m6v

8.    105    -6.433         t9v

9.    494    -4.108         m6v

-5   .368     0.451         t9v

0.    072    22.996         m5v

-7   .176     17.93         m4v

-1    5.2    28.682         m9v

-1  4.015    11.014         t9v

-1     .0      6.22         m6v

-2  0.593   -12.904         t8v

-1  2.748    13.286         m4v

-1  1.418   -12.332         m6v

18   .304     1.422         m5v

-1   .689    -7.529         m8v

4.    174      4.61         m7v

-9   .783    13.652         m4v

9.    211   -11.375         m8v

-3   .418    -16.08         k5v

2.    167    -13.77         m7v

-1   .433   -17.816         m2v

19   .574    14.965         f4v

7.    804    28.109         m2v

-8   .808    10.592         m1v

-3   .064     0.076         t9v

-4    .95    11.907         m7v

-3   .012   -14.438         m7v

-2    .66     0.469         m4v

-7   .122   -16.424         k7v

-7   .847    15.053         m6v

-9   .481    -2.778         m6v

-1  5.245    14.557         t5v

13   .189    -14.28         g3v

0.    903     7.675         k8v

-9   .626    -0.696         t9v

6.    687     0.579         m6v

-1   .275    -9.923         g3v

14   .733    -4.711         m7v

-2   .406    13.416         m6v

7.    162   -12.086         m8v

-3   .774    12.318         m6v

-4   .377    -3.828         t9v

10   .245    -7.348         m6v

-2  0.962     5.748         m5v

-4   .437    -9.305         k8v

-2   .487    -6.138         m6v

11   .475    -1.882         a3v

-4   .435    10.627         t9v

-1  5.401    -8.513         l4v

-1   5.95   -11.004         m6v

-1   1.18    -6.156         m6v

7.    827    -0.979         m6v

-2  0.372     2.744         m6v

21   .192     3.504         l6v

-3   .045    -13.02         m4v

-5   .083     6.682         k3v

-8   .173    -9.245         k5v

-4    .87   -15.199         m1v

-6   .675    -6.796         m7v

-0   .091     8.714         m8v

4.    608    -1.668         t9v

-3   .318     0.938         l0v

12   .915     1.059         t9v

7.    538   -14.346         t9v

-0   .804    -0.034         m7v

12   .454    -1.835         m6v

-7   .341    -21.76         m7v

-1   .353     0.505         m7v

2.    246    -4.643         m6v

9.    913    -1.344         t9v

-4   .452    -1.964         m3v

-1  3.243     0.791         f9v

2.     05      8.89         m9v

-1   .605    -6.989         t9v

16   .175    14.855         l4v

14   .383    15.585         m7v

9.    283    -0.553         m6v

1.    459    -4.445         t9v

8.    254    -7.179         t9v

-1  0.286     9.315         m6v

-0   .339     6.441         m6v

-0   .439   -14.981         k9v

-0   .161     7.654         l2v

-2   .177    30.061         t9v

-1  7.585    -2.805         m6v

-7   .782    11.552         t9v

1.    437    -2.447         m5v

12   .824   -25.856         b8v

0.    987    -4.623         t9v

0.     27    11.101         k0v

6.     19    -8.222         l1v

-1   .039    -5.735         g0v

-2   .461    -3.181         m6v

-1   .439    -5.232         l7v

-0   .562     7.103         g0v

-2    .19     3.749         m3v

11   .625    19.864         t9v

9.    938     1.981         l1v

-1  1.468    18.359         m6v

5.    226     -6.59         m6v

0.    474   -13.831         f2v

-3   .755     2.896         l1v

20   .152   -10.174         t9v

-5   .063    10.215         m6v

18   .856    -3.997         m6v

6.    557    -0.086         a4v

-9   .559   -14.928         m3v

-2  0.216    -6.994         t9v

-1  6.947    -9.752         m6v

8.    708    -14.44         m6v

9.    384    -4.696         m7v

4.    772     2.172         t9v

0.    005    -8.029         l6v

-1  3.608    -1.936         m1v

-1   .659    11.767         m6v

4.    584     7.431         m6v

-8   .335     2.953         t7v

-8   .607     4.797         k0v

-6    .27   -16.119         t4v

-1   2.97     1.639         m6v

-1  2.432    -1.262         t9v

6.    198    -1.437         l2v

-2   .345    -4.487         m7v

-6   .551   -14.585         m7v

10   .143     1.123         t9v

-1  3.837     2.308         m6v

7.    538     -2.38         m6v

5.    189     2.947         k4v

-1  0.641    -1.515         t9v

-0   .605    -8.687         t9v

6.    973    -1.443         m6v

0.    016    -4.554         m6v

4.    896    -7.393         m6v

-1  8.034    -11.31         m6v

4.    274      3.75         m7v

13   .459    12.263         m6v

-3   .839    17.206         m6v

1.    056   -17.614         l0v

-1  7.922    -7.748         l3v

-5   .253    13.903         m7v

-9   .849     7.725         m6v

15   .332    -2.423         g5v

-1  1.733    13.732         t9v

-7   .136    -5.443         m4v

-1   .518    -8.695         t9v

11   .791    -27.63         l1v

-3    .68    -9.498         m6v

-1  1.018    13.606         m4v

-1   .522       7.7         m6v

0.    338    15.502         m6v

15   .141     -4.45         m6v

-1  2.896    -9.396         t9v

1.    036    -2.878         m6v

7.    733     1.148         m7v

8.    561     8.971         t3v

8.    087    11.986         t9v

1.    386     0.024         f5v

-1   2.25    -12.88         b5v

4.    885     7.123         t9v

-1   8.06     8.742         t9v

6.    724    -4.991         m7v

-5   .594   -27.757         m6v

-8    .47    -4.104         f9v

-1  2.732    15.399         m4v

-9   .466    -2.861         m7v

0.    208     2.845         m6v

0.    376   -13.952         m6v

4.    639    11.113         g6v

-1  2.764    -7.734         f2v

5.    108     2.111         l5v

-7   .766     6.551         m5v

-1     .0     6.216         k3v

-3   .661    12.932         m5v

12   .819   -19.155         m6v

-1   .469     1.809         m7v

14    .98   -19.294         m7v

6.    386    -7.717         m2v

1.    317     8.629         t9v

-1  1.461    -0.784         m0v

4.    747    -4.685         m2v

2.     97     -5.69         m6v

-1   .801     3.825         t9v

-6   .657     1.311         m6v

-5   .749     6.046         m1v

2.    157     5.433         m6v

-3   .394    -0.188         k7v

5.    646    -7.257         m6v

2.    502     8.543         t9v

-0   .086     1.789         k8v

-1   3.08    10.512         m6v

5.     14    -15.17         f9v

-1   .649    13.867         m7v

-6   .239    13.772         t9v

-3   .083    -18.82         t9v

-1  0.823   -25.791         m6v

-4   .299    16.812         t2v

-1   .092   -21.131         m0v

1.    893   -15.534         k1v

-9   .198   -10.701         l6v

17    .08     1.962         t9v

4.    873    -1.152         l5v

-9   .871   -13.014         m6v

-7   .041    18.594         m2v

8.    541   -11.713         g5v

4.    619     2.967         t9v

1.    683   -11.685         l8v

-3   .434   -17.877         k2v

-2   .171    -8.236         m7v

5.    946    -1.503         m6v

-0   .943    19.898         m6v

-2   .649     3.792         m5v

-8   .544    -1.329         m7v

-6   .228    -2.639         t9v

0.    808     -2.71         m8v

-4   .348     8.779         m6v

-9   .829     -7.94         m6v

1.    293    13.443         m6v

3.    517     5.575         m7v

-2   .143     0.588         k4v

4.    932    17.877         m7v

19   .266    32.628         m6v

1.    473    11.099         l7v

-1   .482    -2.324         m8v

-0   .111     2.033         m6v

-7   .494     3.771         f7v

4.    416     1.799         m6v

13   .029   -13.372         k6v

-9   .873     2.245         k9v

-2  0.093    -3.288         m7v

-2   .587    -3.462         m6v

-0   .137    -1.132         t9v

10   .735    -0.786         m6v

11   .699    -4.022         k4v

6.    644    -2.198         l3v

-1  4.277   -11.891         m7v

3.    498     4.081         m5v

20   .313       3.6         l6v

17    .69     8.729         m7v

-1  9.635     9.057         m1v

-2     .4    -2.439         k8v

5.    171     12.03         m7v

-6     .0    -3.583         m6v

18   .321    -2.732         m6v

13   .441   -11.885         t4v

0.    601     -3.69         k4v

3.    304    -7.405         t4v

0.     45     5.251         f9v

-5   .356     7.207         t2v

-1   .307     5.098         l2v

-0   .823     8.579         l0v

20    .54    12.698         m9v

-3   .653    -5.155         m6v

-2   2.29   -20.561         t9v

18   .352    13.766         m6v

-0   .725   -21.382         a3v

-6   .678     -7.61         t6v

-4    .09   -14.706         b0v

-8   .992     7.434         k9v

20   .335    14.258         m6v

-3   .419     3.699         m5v

-6   .322     8.126         m6v

16   .072    -0.557         t2v

0.    017     1.328         m6v

6.    137     5.697         l0v

3.    421    -1.434         m8v

-4   .894    -5.422         t9v

-7    .39    -5.905         m9v

3.    188     4.079         k2v

13   .861    -0.018         t2v

5.    038     0.619         l3v

3.    318   -17.359         a4v

11   .401   -10.915         m5v

10   .419   -10.737         t6v

-1   .195     6.963         t0v

12   .355    -4.718         m6v

-5   .929    -6.282         m6v

1.    477   -26.368         m6v

-4   .038    -7.223         l3v

1.    774    11.659         m8v

-1   .367    -2.094         m6v

12   .949    -6.318         m9v

-2  1.915     4.486         k4v

-3   .275    23.944         l2v

-3   .408     7.323         m6v

-1  1.483   -11.402         t9v

-8    .35    11.099         t9v

8.    191    -1.529         t9v

3.     81   -10.463         m7v

7.    457   -12.559         m6v

1.    896    -0.368         k8v

-8   .195    16.111         t1v

-1   0.29    -5.666         t9v

-3   .752     6.151         m2v

7.    417     3.386         a3v

-6   .671   -16.083         m2v

3.    963    -3.119         m9v

-3   .526     9.459         t9v

-1    1.9   -10.464         m7v

-6   .043     8.108         m6v

5.    825     5.664         k6v

-5   .527    -9.985         t3v

20   .171     4.396         m7v

5.    815   -21.841         t9v

1.    665     3.174         t9v

4.    806    23.504         b2v

-3   .734     7.804         m6v

-1  3.613    -1.782         m6v

4.    463     0.803         m7v

1.    729    -8.151         m6v

-8   .583     8.442         m2v

-0   .096    21.324         m7v

4.    189     7.149         m9v

-5   .204   -17.207         k2v

6.    186     3.943         k9v

-3   .682    -3.667         m6v

-1  3.089    -1.158         m6v

-2   .119    17.608         m5v

-9   .215    -9.623         m7v

-4   .184   -10.632         m6v

-1  1.881     1.342         m6v

-2   .994    14.317         k9v

10   .074    -3.762         t9v

1.    703     8.424         m7v

3.    149    10.843         m4v

17   .378    -12.19         t4v

-6   .648   -13.491         m4v

0.    157    -4.993         m8v

-2   5.43   -16.682         m6v

-3   .785    -6.765         m8v

4.    371     2.183         m6v

-6   .773    -0.326         m2v

-5   .388      3.77         m9v

19   .962    -3.551         m1v

29   .696     1.384         t9v

3.    793     0.244         m7v

-1  3.026     3.758         l0v

-1  2.178     9.472         m8v

-1   .988     7.344         t9v

-6   .548    13.519         m6v

-6   .286     3.875         m5v

-1  7.424      7.97         t9v

-7   .442    12.857         m3v

5.    459     5.307         m6v

0.    359    -2.887         m3v

2.    227   -11.067         t9v

4.    451     5.653         t9v

-6   .758     -7.48         t9v

2.     03     8.488         m7v

3.    625     2.365         m6v

8.    371     3.009         l1v

-2   .975   -10.154         m6v

12   .469    -1.299         m7v

7.    321    16.249         t9v

-2  1.698    -8.932         t9v

0.    055    11.522         l0v

2.     19     3.499         m6v

-1  0.813    12.467         m6v

-1  9.285     6.791         m5v

-2  1.126     4.483         t9v

0.    419     9.471         k8v

-2   .866    -7.014         m6v

13   .236   -17.723         m4v

-0   .682    -4.367         a6v

-0   .688    16.622         m6v

-2  0.692   -24.253         b7v

-6   .636    -0.656         k9v

0.    615     7.536         t9v

7.    847    -4.798         m9v

9.     74    10.206         m0v

12   .538   -10.752         m7v

4.    767   -13.236         m6v

8.    565    -3.617         m7v

-1  1.992    -5.017         l1v

7.    047    14.875         k5v

-8   .693     -1.87         m6v

-1  3.191      -1.5         l8v

20   .945     3.229         m8v

-5   .989     -4.29         m7v

-3   .488   -16.497         m6v

-7   .398    -8.262         b1v

15   .532   -18.222         m9v

-1  1.653   -19.326         l5v

-1  4.246     8.465         m6v

10     .6   -11.193         k9v

-6   .487   -13.786         m6v

-2  4.387   -10.338         l3v

5.    709    -6.239         m6v

-6   .638     -6.74         m6v

-5   .928     27.61         m7v

10   .943     1.641         m7v

-1  6.202    11.961         m7v

2.    223     8.998         t9v

3.    972    -4.914         m3v

9.    568     2.359         m7v

-1   4.28    10.359         m5v

-1  3.961     0.648         m6v

-8   .382    -5.632         m6v

-7   .945    -1.497         m6v

16   .827     -17.2         m7v

21    .02    -3.379         m5v

2.    572    -1.121         m7v

-8   .439    10.507         l2v

3.    299   -11.811         m7v

-1    3.2    -7.138         t9v

-1   .681     1.011         m6v

5.    729    -4.774         m6v

9.    659    -13.72         t0v

15   .514   -21.629         m7v

9.    638     2.866         m7v

-7   .598    -7.808         g9v

-1    2.2    -7.527         m4v

-0   .122    -5.082         k8v

-2  2.584    -4.006         k8v

13   .485    -7.242         m2v

-5   .089    14.637         m6v

25   .169     0.684         m4v

-5   .301    -7.046         t9v

-5   .289     -4.93         f5v

-9   .455     7.239         m6v

3.    153       2.4         m8v

-2   .578     2.295         g1v

2.    885   -12.225         t9v

5.    267     1.253         m8v

-8   .039    -9.096         m6v

22   .738     0.021         t9v

-1   .764    10.275         k9v

-4   .334     7.114         t2v

0.    887   -12.973         m7v

2.    477    -7.035         m6v

4.    381   -10.545         t9v

1.    138   -20.873         m6v

-2   .385    16.228         t9v

-2  2.625    -1.823         t4v

-7   .346    11.192         m9v

-2  4.398     7.833         t9v

-1   .942    -6.022         m6v

6.    602   -10.973         m6v

-2  5.414     1.877         t9v

9.    594   -13.457         m7v

3.    987    22.979         k5v

8.    973    -5.276         t9v

0.    095    -8.839         m6v

12   .778    -0.798         m6v

-7   .272    -1.532         t9v

-7   .558     1.245         m6v

14   .946    10.563         m6v

18   .298     6.965         t9v

13   .262   -26.173         m9v

-1   .998      5.97         f0v

-2   .952     4.663         m6v

1.     27    -0.679         m5v

-3   .248    -5.308         a6v

15   .995     8.695         t1v

-1   .982    17.969         m6v

-7   .286     9.298         m7v

-2   .552    -10.84         m8v

-8   .831    -7.606         b4v

-2   .288   -10.888         m7v

-2   .424    12.564         m6v

-7   .467     0.534         t9v

10   .158     10.98         m6v

0.    045    -8.689         m2v

25   .216    22.138         m7v

-6   .521    -6.183         t9v

15   .582    -1.004         t9v

-6   .608     2.622         m6v

0.    933    -0.044         t9v

12   .785    -0.714         m7v

2.    714     9.526         g2v

-3   .926    -3.594         m2v

